,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
3836,fresh basil,fresh parmesan cheese,olive oil flavored cooking spray,dough,artichoke hearts,sliced mushrooms,tomato sauce,prosciutto,nonfat ricotta cheese,pepper,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,frozen chopped spinach,all-purpose flour,large eggs,salt,olive oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,basil leaves,chopped garlic,herbs,salt,extra-virgin olive oil,grated parmesan cheese,freshly ground pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,heavy cream,fresh lemon juice,grated parmesan cheese,grated lemon zest,hot red pepper flakes,peas,gnocchi,baby spinach,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,olive oil,low salt chicken broth,fresh basil,garlic cloves,heavy whipping cream,saffron threads,dry white wine,paccheri,white onion,fresh lemon juice,chicken thighs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,jack cheese,low sodium chicken broth,zucchini,juice,prepar pesto,elbow macaroni,tomatoes,grated parmesan cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,pepper,heavy cream,carrots,bay leaf,chicken,chicken broth,parsley,salt,celery,oregano,rosemary,basil,thyme,onions,frozen spinach,olive oil,garlic,gnocchi,marjoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,penne pasta,grated parmesan cheese,plum tomatoes,fresh basil,italian salad dressing,purple onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,asparagus,olive oil,water,Philadelphia Cooking Creme,prosciutto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,ground black pepper,kalamata,water,lemon,pasta shells,capers,white italian tuna in olive oil,extra-virgin olive oil,artichoke hearts,Italian parsley leaves,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,minced garlic,salt,fontina cheese,mushrooms,cooking spray,polenta,fresh basil,Alfredo sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,black pepper,garlic,olive oil,chicken,dried basil,dry bread crumbs,parmesan cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,fresh lemon juice,butter,grated lemon peel,large garlic cloves,asparagus,flat leaf parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,fresh parmesan cheese,salt,garlic cloves,skim milk,chives,chopped onion,asparagus,bow-tie pasta,egg substitute,bacon slices,freshly ground pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,olive oil,green onions,sweet onion,zucchini,dried parsley,salt and ground black pepper,lemon juice,yellow squash,orzo pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,veal cutlets,fresh lemon juice,fat free less sodium chicken broth,salt,flat leaf parsley,capers,butter,ground white pepper,olive oil,all-purpose flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,minced garlic,large shrimp,butter,broccoli florets,angel hair,sun-dried tomatoes in oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,"frozen whip topping, thaw",cookies,vanilla ice cream,chocolate fudge ice cream,sugar,almond extract,frozen raspberries,lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,water,pasta shells,fresh parsley,capers,pecorino romano cheese,garlic cloves,tomatoes,olive oil,brine-cured black olives,onions,fresh marjoram,yellow bell pepper,red bell pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,pitted kalamata olives,cooking spray,onions,tomatoes,minced garlic,grouper,black pepper,salt,dried oregano,capers,olive oil,flat leaf parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,rocket leaves,large garlic cloves,olive oil,penne pasta,cherry tomatoes,crushed red pepper,chicken breasts,feta cheese crumbles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,marsala wine,salt,olive oil,veal scallops,pepper,all-purpose flour,chicken stock,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,orange peel,cookies,vanilla ice cream,gran marnier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,parmigiano-reggiano cheese,water,basil leaves,all-purpose flour,whole nutmegs,fat free less sodium chicken broth,large eggs,crushed red pepper,chickpeas,kosher salt,chopped fresh chives,salt,garlic cloves,hazelnuts,mascarpone,extra-virgin olive oil,grated lemon zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,parmigiano reggiano cheese,garlic cloves,water,white wine vinegar,ground black pepper,salt,pinenuts,extra-virgin olive oil,fresh basil leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,freshly ground pepper,table salt,italian seasoning,olive oil,bread slices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,dried basil,salt,tomato paste,extra-virgin olive oil,dried rosemary,water,garlic,ground black pepper,dried oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,pure vanilla extract,large egg yolks,unsalted butter,amaretto,salt,chocolatecovered espresso beans,mini chocolate chips,instant espresso powder,large eggs,heavy cream,confectioners sugar,sugar,baking soda,semisweet chocolate,buttermilk,cocoa powder,water,mascarpone,baking powder,cake flour,boiling water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,vegetable oil,minced garlic,anchovy fillets,butter,olive oil,sardines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,pasta sauce,"bread, cut into italian loaf",italian seasoning,pepper,shredded mozzarella cheese,mayonaise,meatballs,water,"cream cheese, soften",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,garlic powder,paprika,monterey jack,seasoning salt,large eggs,elbow macaroni,skim milk,unsalted butter,freshly ground pepper,evaporated milk,coarse salt,extra sharp cheddar cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,dry bread crumbs,zucchini,shredded mozzarella cheese,pasta sauce,burger style crumbles,grated parmesan cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,pizza sauce,flour for dusting,pizza doughs,extra-virgin olive oil,dried oregano,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,whole wheat pastry flour,marinara sauce,pepper,salt,seasoned bread crumbs,egg whites,frozen cheese ravioli,grated romano cheese,panko breadcrumbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,pasta sauce,garlic,ground black pepper,boneless beef roast,coarse salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,kosher salt,unsalted butter,garlic powder,shredded romano cheese,large egg yolks,half & half,ground black pepper,shredded parmesan cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,tomato paste,part-skim mozzarella cheese,margarine,celery,tomato sauce,basil,chopped onion,vegetable oil cooking spray,cutlet,green pepper,oregano,pepper,salt,no salt added chicken broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,egg whites,vanilla extract,chopped pecans,shortening,flaked coconut,margarine,white sugar,egg yolks,all-purpose flour,confectioners sugar,baking soda,buttermilk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,port wine,unsalted butter,vanilla extract,sugar,ricotta cheese,all-purpose flour,eggs,mini chocolate chips,cinnamon,canola oil,powdered sugar,egg yolks,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,green onions,oil,mayonaise,salt,green beans,black olives,carrots,milk,all-purpose flour,spaghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,flour for dusting,extra-virgin olive oil,pizza doughs,kosher salt,hot water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,water,all purpose unbleached flour,large eggs,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,aged balsamic vinegar,parmigiano reggiano cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,parsley,plum tomatoes,pasta,garlic,red pepper flakes,olive oil,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,fontina,extra-virgin olive oil,ground black pepper,garlic cloves,prosciutto,pizza doughs,baby arugula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,salt,white sugar,brandy,ground almonds,shortening,all-purpose flour,lemon zest,fresh lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,baguette,chopped fresh chives,pear nectar,sugar,crumbled blue cheese,shallots,chopped pecans,olive oil,bosc pears,salt,cider vinegar,dried apricot,chopped fresh thyme,cinnamon sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,fettucine,roasted red peppers,garlic cloves,fat free less sodium chicken broth,bacon slices,fresh parmesan cheese,salt,black pepper,green peas,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,bacon,green cauliflower,broccoli,bread crumb fresh,extra-virgin olive oil,large garlic cloves,orecchiette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,olive oil,plums,grated lemon peel,balsamic vinegar,shredded mozzarella cheese,boneless skinless chicken breasts,salt,italian seasoning,linguine,fresh basil leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,celery ribs,olive oil,dry white wine,carrots,onions,pork belly,large eggs,peas,flat leaf parsley,kosher salt,grated parmesan cheese,garlic cloves,bay leaf,black peppercorns,coriander seeds,pecorino romano cheese,low salt chicken broth,spaghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,fresh basil,butter,fontina cheese,boneless chicken breast halves,prosciutto,low salt chicken broth,marsala wine,herb cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,olive oil,boneless skinless chicken breasts,salt,fresh rosemary,ground black pepper,balsamic vinegar,dried oregano,fennel seeds,garlic powder,shallots,red bell pepper,fat free less sodium chicken broth,cooking spray,yellow bell pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,water,red bell pepper,wish-bone light country italian dressing,flat leaf parsley,quinoa,white mushrooms,zucchini,sliced green onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,finely chopped onion,butter,arborio rice,butternut squash,pancetta,grated parmesan cheese,low salt chicken broth,olive oil,dry white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,pistachios,strawberry ice cream,chocolate ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,bread,pizza sauce,cheddar cheese,ground meat,angel hair,veggies,pasta sauce,pepperoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,baby spinach leaves,large garlic cloves,arborio rice,grated parmesan cheese,low salt chicken broth,olive oil,chopped onion,fresh basil,dry white wine,large shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,butter-margarine blend,brown hash potato,1% low-fat milk,dried basil,cooking spray,salt,black pepper,large eggs,gruyere cheese,large egg whites,leeks,spaghetti squash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,fresh rosemary,butter,pork loin,garlic cloves,fresh sage,extra-virgin olive oil,russet potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,asiago,salt,olive oil,dry red wine,chopped onion,pepper,diced tomatoes,penne pasta,mushroom caps,garlic,chopped parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,white wine,garlic,red bell pepper,"green bell pepper, slice",yellow onion,dried basil,purple onion,dried oregano,butter,sweet italian sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,green olives,veal cutlets,fettucine,cooking spray,corn starch,black pepper,salt,fat free less sodium chicken broth,fresh lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,crushed tomatoes,grated parmesan cheese,garlic,spaghetti,olive oil,coarse salt,ground beef,milk,dry white wine,carrots,tomato paste,ground pepper,ground pork,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,sun-dried tomatoes,fresh basil leaves,pinenuts,garlic,zucchini,olive oil,shredded parmesan cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,pepper,fresh basil,salt,tomato purée,onions,tomatoes,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,dried basil,grated parmesan cheese,ricotta cheese,sliced mushrooms,frozen chopped spinach,lasagna noodles,pimentos,reduced fat alfredo sauce,cream of chicken soup,dry white wine,butter,onions,cottage cheese,large eggs,cooked chicken,shredded sharp cheddar cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,ground black pepper,garlic,onions,crushed tomatoes,butter,carrots,brown sugar,bay leaves,salt,dried oregano,dried basil,extra-virgin olive oil,celery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,balsamic vinegar,fresh basil,pork loin chops,garlic cloves,olive oil,flat leaf parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,grated parmesan cheese,fresh mint,sugar,freshly ground pepper,plum tomatoes,salt,spaghetti,olive oil,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,green chile,large eggs,garlic cloves,pepper,diced tomatoes,garlic herb feta,baby spinach,olive oil,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,fresh basil,water,crushed red pepper,diced onions,tomato sauce,eggplant,garlic cloves,spinach,olive oil,salt,tomatoes,penne,fresh parmesan cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,cold water,vanilla instant pudding,sweetened condensed milk,kahlúa,"cream cheese, soften",whipped topping,instant espresso,ladyfingers,hot water,unsweetened cocoa powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,sugar,large egg yolks,salt,fresh pineapple,vanilla beans,coffee,heavy whipping cream,ladyfingers,large egg whites,black tea leaves,bittersweet chocolate,water,mascarpone,cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,ground red pepper,salt,rotini,olive oil,diced tomatoes,garlic cloves,dried oregano,sugar,chili powder,all-purpose flour,fresh parsley,sea scallops,paprika,corn starch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,cauliflower,garlic,almond milk,gluten,freshly ground pepper,nutritional yeast,salt,extra-virgin olive oil,lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,pepper,fennel bulb,dry white wine,olive oil,low sodium chicken broth,salt,sweet onion,grated parmesan cheese,butter,arborio rice,prosciutto,bosc pears,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,radicchio leaves,large garlic cloves,onions,fresh oregano leaves,vegetable broth,kosher salt,italian pork sausage,giant white beans,extra-virgin olive oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,sugar,garlic,fresh mint,ground black pepper,bow-tie pasta,ricotta salata,salt,tomatoes,extra-virgin olive oil,grated lemon zest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,Tipo 00 flour,semolina,extra-virgin olive oil,large free range egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,mozzarella cheese,chicken cutlets,garlic cloves,eggs,crushed tomatoes,red pepper flakes,fresh basil leaves,sugar,olive oil,salt,dried oregano,bread crumbs,grated parmesan cheese,yellow onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,bay leaves,celery,salt and ground black pepper,white beans,italian seasoning,turkey legs,diced tomatoes,onions,grated parmesan cheese,carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,sugar,garlic cloves,tomatoes,olive oil,arugula,penne,pecorino romano cheese,dried oregano,dried thyme,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,green bell pepper,hot Italian sausages,mushrooms,onions,grated parmesan cheese,red bell pepper,penne pasta,italian salad dressing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,tomato sauce,cooking spray,carrots,part-skim mozzarella cheese,salt,olive oil,part-skim ricotta cheese,spaghetti,fresh spinach,large eggs,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,prosciutto,arugula,lemon zest,penne,extra-virgin olive oil,parmigiano reggiano cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,ground black pepper,extra-virgin olive oil,greens,roasted almonds,red grape,frisee,asparagus,salt,sherry vinegar,shallots,serrano ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,kosher salt,freshly ground pepper,parmesan cheese,croutons,olive oil,garlic cloves,romaine lettuce,worcestershire sauce,fresh lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,water,balsamic vinegar,toasted pine nuts,tomato sauce,sun-dried tomatoes,whole wheat fusilli,arugula,fresh basil,olive oil,rotisserie chicken,sliced mushrooms,sugar,grated parmesan cheese,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,eggs,olive oil,red pepper flakes,yellow onion,San Marzano tomatoes,sugar,parsley,ground pork,spaghetti,green bell pepper,parmesan cheese,sea salt,ground beef,nutmeg,black pepper,ricotta cheese,garlic,italian seasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,crushed tomatoes,garlic,polenta prepar,orange bell pepper,yellow onion,olive oil,salt,bulk italian sausag,fresh mozzarella,fresh oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,green bell pepper,dried apricot,vegetable oil,all-purpose flour,black pepper,peeled fresh ginger,currant,turkey tenderloins,brown sugar,cooking spray,balsamic vinegar,apricot nectar,fat free less sodium chicken broth,shallots,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,roasted red peppers,salt,minced garlic,half & half,feta cheese crumbles,black pepper,finely chopped onion,smoked chicken sausages,parmesan cheese,extra-virgin olive oil,noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,flour,sage leaves,onions,salt,olive oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,bacon,spaghettini,canned low sodium chicken broth,salt,garlic,onions,grated parmesan cheese,scallions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,boneless skinless chicken breasts,cayenne pepper,frozen peas,fettucine,salt,garlic cloves,butter,and fat free half half,grated parmesan cheese,all-purpose flour,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,turnips,leeks,jerusalem artichokes,parsnips,cheese,cauliflower,extra-virgin olive oil,celery root,Belgian endive,fennel bulb,champagne vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,chopped cooked ham,grated parmesan cheese,jumbo pasta shells,prepar pesto,Alfredo sauce,shredded mozzarella cheese,frozen chopped spinach,garlic powder,ricotta cheese,ground beef,pasta sauce,cooking spray,crabmeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,fettucine,cauliflower flowerets,broccoli florets,pea pods,vegetable oil cooking spray,olive oil,sliced carrots,canned low sodium chicken broth,minced garlic,dry white wine,romano cheese,zucchini,red pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,grated parmesan cheese,penne pasta,fresh basil leaves,olive oil,chopped celery,carrots,pepper,garlic,fat,fresh bean,prosciutto,salt,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,flour tortillas,shredded mozzarella cheese,pepperoni,ragu pizza quick sauc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,fresh rosemary,boned lamb shoulder,garlic cloves,cracked black pepper,pancetta,fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,water,ground black pepper,all-purpose flour,chopped fresh mint,fresh basil,eggplant,baking powder,garlic cloves,mozzarella cheese,fresh parmesan cheese,salt,toasted wheat germ,olive oil,cooking spray,fresh oregano,plum tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,grated lemon zest,oregano,salt,lemon juice,extra-virgin olive oil,garlic cloves,capers,freshly ground pepper,large shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,bacon,chicken stock,chopped parsley,arborio rice,garlic,dry white wine,cooked shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,ground black pepper,sirloin steak,fresh parsley,cooking oil,worcestershire sauce,gorgonzola,shallots,heavy cream,rigatoni,canned low sodium chicken broth,portabello mushroom,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,baguette,lemon,preserved lemon,fennel bulb,tuna,green olives,ground black pepper,extra-virgin olive oil,kosher salt,harissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,water,vegetable broth,shredded Monterey Jack cheese,frozen whole kernel corn,ground coriander,ground cumin,olive oil,hot sauce,sliced green onions,arborio rice,roasted red peppers,garlic cloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,eggs,vanilla extract,baking powder,white sugar,ground walnuts,all-purpose flour,butter,unsweetened cocoa powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,romano cheese,zucchini,freshly ground pepper,olive oil,cheese tortellini,asparagus spears,minced garlic,sliced carrots,hot water,canned low sodium chicken broth,sun-dried tomatoes,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,sugar,red grapefruit,ground nutmeg,vin santo,navel oranges,cream of tartar,large eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,olive oil,crushed red pepper flakes,garlic cloves,kosher salt,unsalted butter,strozzapreti,flat leaf spinach,lemon peel,freshly ground pepper,panko,grated lemon zest,fresh lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,water,large eggs,salt,ground black pepper,lemon wedge,center cut pork chops,olive oil,cooking spray,garlic cloves,parmigiano reggiano cheese,whole wheat bread,italian seasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,italian sausage,extra-virgin olive oil,bell pepper,salt,black pepper,purple onion,red wine vinegar,dried oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
